번호,제목,첨부,부서명,작성일
1717,[인도] 입찰정보(뭄바이 중앙기차역 재개발사업을 위한 입찰 자격심사),,양자경제외교총괄과,2020-08-28
1716,[브루나이] 입찰정보,,양자경제외교총괄과,2020-08-25
1715,[홍콩] 입찰정보(2020-34),,양자경제외교총괄과,2020-08-24
1714,[온두라스] 입찰정보(사회보장청(IHSS) 의료 물품 납품),,양자경제외교총괄과,2020-08-21
1713,"[온두라스] 입찰정보(Cortes,Omoa 및 Tela 지역 견인 업체 선정)",,양자경제외교총괄과,2020-08-21
1712,[온두라스] 입찰정보(Cortes 지역 견인 업체 선정),,양자경제외교총괄과,2020-08-21
1711,[나이지리아] 입찰정보,,양자경제외교총괄과,2020-08-19
1710,[온두라스] 입찰공고(컨설팅 업체 선정),,양자경제외교총괄과,2020-08-13
1709,[몽골] 입찰정보,,양자경제외교총괄과,2020-08-10
1708,[홍콩] 입찰정보(2020-32),,양자경제외교총괄과,2020-08-10
1707,[홍콩] 입찰정보(2020-30),,양자경제외교총괄과,2020-07-29
1706,[홍콩] 입찰정보(2020-29),,양자경제외교총괄과,2020-07-20
1705,[니카라과] 상하수도시설 개선사업 입찰정보,,양자경제외교총괄과,2020-07-15
1704,[몽골] 입찰정보,,양자경제외교총괄과,2020-07-13
1703,[홍콩] 입찰정보(2020-28),,양자경제외교총괄과,2020-07-13
1702,[인도] 국제여객터미널 관련 사업 입찰공고(뭄바이),,양자경제외교총괄과,2020-07-10
1701,[니카라과] 입찰정보,,양자경제외교총괄과,2020-07-09
1700,[홍콩] 입찰정보(2020-27),,양자경제외교총괄과,2020-07-03
1699,[모리셔스] 입찰정보,,양자경제외교총괄과,2020-07-03
1698,[모리셔스] 환경부 고체폐기물관리부 입찰정보,,양자경제외교총괄과,2020-07-03
1697,[홍콩] 입찰정보(2020-26),,양자경제외교총괄과,2020-06-30
1696,[인도] 뭄바이 항만 정박지(Marina) 관련 사업 입찰 정보,,양자경제외교총괄과,2020-06-23
1695,[UNDP] 온두라스 신규 주민등록증 사업 관련 입찰정보,,양자경제외교총괄과,2020-06-23
1694,[홍콩] 입찰정보,,양자경제외교총괄과,2020-06-22
1693,[우즈베키스탄] 입찰공고(라밧/차파수/탐슈쉬 수력발전소 설계ㆍ건설사업 공고),,양자경제외교총괄과,2020-06-19
1692,[니카라과] 입찰정보 (Leon시 상수도 개선 및 확장 사업 감리),,양자경제외교총괄과,2020-06-19
1691,[캄보디아] 입찰정보,,양자경제외교총괄과,2020-06-15
1690,[나이지리아] 입찰정보,,양자경제외교총괄과,2020-06-08
1689,[니카라과] 상수도 개선 확장 입찰공고,,양자경제외교총괄과,2020-06-02
1688,[홍콩] 입찰정보(2020-20),,양자경제외교총괄과,2020-05-18
1687,[니카라과] 하수도시설 개선사업 입찰정보,,양자경제외교총괄과,2020-05-18
1686,[홍콩] 입찰정보(2020-19),,양자경제외교총괄과,2020-05-11
1685,[니카라과] 중저압 배전망 설치를 위한 자재구매 입찰정보,,양자경제외교총괄과,2020-05-11
1684,[홍콩] 입찰정보(2020-18),,양자경제외교총괄과,2020-05-06
1683,[이집트] 입찰정보(폐수처리장 건설사업 관련),,양자경제외교총괄과,2020-05-06
1682,[몽골] 입찰정보,,양자경제외교총괄과,2020-04-29
1681,[페루] 입찰정보,,양자경제외교총괄과,2020-04-29
1680,[인도] 와류펌프 공급 사업 입찰 정보,,양자경제외교총괄과,2020-04-24
1679,[이집트] 입찰정보(나그함마디-룩소르 구간 철도 신호·통신체계 현대화 사업),,양자경제외교총괄과,2020-04-22
1678,[인도] 입찰정보(구자라트주 수랏(Surat)-하즈이라(Hazira) 고속도로 정비사업),,양자경제외교총괄과,2020-04-20
1677,[몽골] 입찰정보,,양자경제외교총괄과,2020-04-14
1676,[홍콩] 입찰정보(2020-15),,양자경제외교총괄과,2020-04-14
1675,[홍콩] 입찰정보(2020-14),,양자경제외교총괄과,2020-04-06
1674,[이집트] 폐기물 관리 사업 참여 업체 선정 입찰공고(수정),,양자경제외교총괄과,2020-04-02
1673,[몽골] 입찰정보(2020-4),,양자경제외교총괄과,2020-03-25
1672,[홍콩] 입찰정보(2020-12),,양자경제외교총괄과,2020-03-24
1671,[브라질] 입찰정보,,양자경제외교총괄과,2020-03-16
1670,[몽골] 입찰정보,,양자경제외교총괄과,2020-03-11
1669,[우즈베키스탄] 입찰정보,,양자경제외교총괄과,2020-03-11
1668,[네팔] 입찰정보,,양자경제외교총괄과,2020-03-11
1667,[스리랑카] 국방부 입찰동향,,양자경제외교총괄과,2020-03-09
1666,[니카라과] 블루필드시 하수도 건설 사업 입찰정보,,양자경제외교총괄과,2020-03-03
1665,[캄보디아] 입찰정보,,양자경제외교총괄과,2020-03-03
1664,[홍콩] 입찰정보(2020-09),,양자경제외교총괄과,2020-03-02
1663,[몽골] 입찰정보,,양자경제외교총괄과,2020-02-24
1662,[홍콩] 입찰정보(2020-08),,양자경제외교총괄과,2020-02-24
1661,[포르투갈] 입찰정보,,양자경제외교총괄과,2020-02-21
1660,[인도] 입찰정보(마하라쉬트라주 반드라-월리 시링크(Sea link) 톨게이트 관리사업),,양자경제외교총괄과,2020-02-18
1659,[인도] 구자라트주 수랏 공항 기술/환경 지원 사업 입찰 공고,,양자경제외교총괄과,2020-02-10
1658,[우크라이나] 입찰정보,,양자경제외교총괄과,2020-02-10
1657,[홍콩] 입찰정보(2020-6),,양자경제외교총괄과,2020-02-10
1656,[재공고][이집트] 승차권 자동발매기 입찰정보,,양자경제외교총괄과,2020-02-03
1655,[홍콩] 입찰정보,,양자경제외교총괄과,2020-01-31
1654,[튀니지] 입찰정보,,양자경제외교총괄과,2020-01-31
1653,[마다가스카르] 토아마시나 해안 정비.개발사업 입찰의향서(EOI) 접수 공고,,양자경제외교총괄과,2020-01-29
1652,[페루] 푸노지역 광해복구사업 입찰정보,,양자경제외교총괄과,2020-01-29
1651,[홍콩] 입찰정보(2020-3),,양자경제외교총괄과,2020-01-17
1650,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2020-01-16
1649,[과테말라] 입찰정보,,양자경제외교총괄과,2020-01-16
1648,[아제르바이잔] 입찰정보(2020-1.6-1.12),,양자경제외교총괄과,2020-01-14
1647,[인도] 입찰정보(유압식 고가사다리 사업 입찰 공고),,양자경제외교총괄과,2020-01-14
1646,[홍콩] 입찰정보(2020-2),,양자경제외교총괄과,2020-01-13
1645,[모로코] 입찰정보(225/20kV급 GIS 변전소 건설),,양자경제외교총괄과,2020-01-10
1644,[인도] 마하라쉬트라주 승강기 사업 입찰 공고,,양자경제외교총괄과,2020-01-08
1643,"[이집트] 산업폐기물 관리 및 기업가정신 허브사업 관련, 컨설팅 업체 선정을 위한 입찰 공고",,양자경제외교총괄과,2020-01-07
1642,[홍콩] 입찰정보(2020-1),,양자경제외교총괄과,2020-01-06
1641,[코트디부아르] 입찰정보(아비장-라고스 고속도로 건설사업 컨설턴트),,양자경제외교총괄과,2019-12-31
1640,[인도] 마하라쉬트라주 경찰모 사업 입찰 공고(뭄바이),,양자경제외교총괄과,2019-12-31
1639,[코트디부아르] 입찰정보(입체교차로 3개 건설),,양자경제외교총괄과,2019-12-27
1638,[몽골] 입찰정보,,양자경제외교총괄과,2019-12-26
1637,"[중국] 화중지역 입찰정보(2019-126, 127)",,양자경제외교총괄과,2019-12-26
1636,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-12-23
1635,[가나] 배전 네트워크 공급·설치(개선) 사업 입찰정보,,양자경제외교총괄과,2019-12-19
1634,[나이지리아] 입찰정보,,양자경제외교총괄과,2019-12-19
1633,[몽골] 입찰정보,,양자경제외교총괄과,2019-12-16
1632,[파키스탄] NTDC 220132kV 변전소 사업 입찰 공고,,양자경제외교총괄과,2019-12-16
1631,[파키스탄] 이슬라마바드 도시공사 폐기물 처리시설 입찰 공고,,양자경제외교총괄과,2019-12-16
1630,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-12-12
1629,[홍콩] 입찰정보(2019-47),,양자경제외교총괄과,2019-12-09
1628,[이집트] 입찰 정보,,양자경제외교총괄과,2019-12-06
1627,[대만] 건설 입찰 공고,,양자경제외교총괄과,2019-12-04
1626,[나이지리아] 입찰정보,,양자경제외교총괄과,2019-12-02
1625,[홍콩] 입찰정보(2019-46),,양자경제외교총괄과,2019-12-02
1624,[가봉] 석유처리 관련 입찰정보,,양자경제외교총괄과,2019-12-02
1623,[파키스탄] Balakot 수력발전소 설비 입찰자격 사전심사공고,,양자경제외교총괄과,2019-12-02
1622,[홍콩] 입찰정보(2019-45),,양자경제외교총괄과,2019-11-22
1621,[스리랑카] 실론 석유 저장 터미널사 입찰 공고,,양자경제외교총괄과,2019-11-21
1620,[파키스탄] 수전력개발국(WAPDA) Tarbela 수력발전소 확장사업 입찰자격 사전심사 공고,,양자경제외교총괄과,2019-11-21
1619,[우즈베키스탄] 입찰정보,,양자경제외교총괄과,2019-11-20
1618,[홍콩] 입찰정보(2019-44),,양자경제외교총괄과,2019-11-18
1617,[대만] 건설 입찰 정보,,양자경제외교총괄과,2019-11-14
1616,[가봉] 상수도 사업 공사 입찰공고,,양자경제외교총괄과,2019-11-14
1615,[홍콩] 입찰정보(2019-43),,양자경제외교총괄과,2019-11-12
1614,[라트비아] 리가 국제공항 철도역사 입찰공고,,양자경제외교총괄과,2019-11-12
1613,[홍콩] 입찰정보(2019-42),,양자경제외교총괄과,2019-11-05
1612,[스리랑카] 도로건설 및 석유자원부 입찰정보,,양자경제외교총괄과,2019-10-29
1611,[중국] 화중지역 입찰정보(2019-112),,양자경제외교총괄과,2019-10-25
1610,[가나] 인사관리정보시스템 공급 및 위탁 입찰정보,,양자경제외교총괄과,2019-10-25
1609,[키르기즈] 광물 관련 입찰정보,,양자경제외교총괄과,2019-10-24
1608,[스리랑카] 철도관련 입찰정보(마감: 11.26.),,양자경제외교총괄과,2019-10-24
1607,[스리랑카] 철도관련 입찰정보(마감: 11.22.),,양자경제외교총괄과,2019-10-24
1606,[대만] 건설 입찰 정보,,양자경제외교총괄과,2019-10-22
1605,[카타르] 주차장 건설 PPP 사업 사전자격심사 참여 요청,,양자경제외교총괄과,2019-10-22
1604,[홍콩] 입찰정보(2019-40),,양자경제외교총괄과,2019-10-21
1603,[튀니지] 입찰정보,,양자경제외교총괄과,2019-10-21
1602,[코트디부아르] 지방 보건소 보수공사,,양자경제외교총괄과,2019-10-21
1601,[중국] 화중지역 입찰정보(2019-111),,양자경제외교총괄과,2019-10-17
1600,[스리랑카] 철도관련 입찰 정보,,양자경제외교총괄과,2019-10-17
1599,[홍콩] 입찰정보(2019-39),,양자경제외교총괄과,2019-10-14
1598,[키르기즈] 석유 및 가스 입찰 계획,,양자경제외교총괄과,2019-10-14
1597,[스리랑카] 메가폴리스부 경전철 관련 입찰 정보,,양자경제외교총괄과,2019-10-08
1596,[스리랑카] 국방부 입찰 정보,,양자경제외교총괄과,2019-10-04
1595,[스리랑카] 연구소 설비 입찰정보,,양자경제외교총괄과,2019-09-30
1594,[홍콩] 입찰정보 (2019-38),,양자경제외교총괄과,2019-09-30
1593,[몽골] 입찰정보,,양자경제외교총괄과,2019-09-30
1592,[파키스탄] NTDC 220kV 변전소 사업 입찰 공고,,양자경제외교총괄과,2019-09-27
1591,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-09-24
1590,[스리랑카] 철도청 입찰정보,,양자경제외교총괄과,2019-09-24
1589,[아르헨티나] 댐 건설 프로젝트 입찰 공고,,양자경제외교총괄과,2019-09-24
1588,[홍콩] 입찰정보(2019-37),,양자경제외교총괄과,2019-09-24
1587,[홍콩] 입찰정보(2019-36),,양자경제외교총괄과,2019-09-16
1586,[키르기즈] 석회석 이용권 입찰정보,,양자경제외교총괄과,2019-09-16
1585,[엘살바도르] 국제공항 화물터미널 민관협력사업(PPP) 국제입찰,,양자경제외교총괄과,2019-09-16
1584,[튀니지] 입찰정보(2019.8-9월),,양자경제외교총괄과,2019-09-10
1583,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-09-09
1582,[홍콩] 입찰정보,,양자경제외교총괄과,2019-09-09
1581,[마다가스카르] 국영 수.전력공사(JIRAMA) 입찰정보(2019.9월),,양자경제외교총괄과,2019-09-06
1580,[가나] 에너지 관련 입찰 정보(배전망 장비 공급 및 설치개선 관련),,양자경제외교총괄과,2019-09-05
1579,[모리셔스] 전력공사 입찰공고,,양자경제외교총괄과,2019-09-05
1578,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-09-05
1577,[네팔] 입찰공고,,양자경제외교총괄과,2019-09-03
1576,[대만] 건설 공개 입찰 정보,,양자경제외교총괄과,2019-08-30
1575,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-08-30
1574,[온두라스] 전력청(ENEE) 통신 및 디지털장비 국제입찰 공고,,양자경제외교총괄과,2019-08-28
1573,[파라과이] 아순시온 국제공항 신규 터미널 설계 입찰공고,,양자경제외교총괄과,2019-08-28
1572,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-08-27
1571,[홍콩] 입찰정보,,양자경제외교총괄과,2019-08-27
1570,[콜롬비아] 경전철 건설 입찰 정보,,양자경제외교총괄과,2019-08-27
1569,[온두라스] 입찰공고(사회보장청(IHSS) 의약품 납품,,양자경제외교총괄과,2019-08-27
1568,[세르비아] 몬테네그로 포드고리차 및 티밧 공항 운영권 입찰 정보,,양자경제외교총괄과,2019-08-16
1567,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-08-12
1566,[홍콩] 입찰정보,,양자경제외교총괄과,2019-08-12
1565,[피지] 입찰 정보 (피지선박중공업사 전략적 파트너십),,양자경제외교총괄과,2019-08-08
1564,[스리랑카] 중앙은행(Central Bank of Sri Lanka) 입찰 정보,,양자경제외교총괄과,2019-08-08
1563,[아르헨티나] Vaca Muerta 가스관 입찰 정보,,양자경제외교총괄과,2019-08-06
1562,[과테말라] 지하철 건설 예비타당성 조사 입찰 공고,,양자경제외교총괄과,2019-08-06
1561,[대만] 입찰정보,,양자경제외교총괄과,2019-08-06
1560,[마다가스카르] 공항 개발 사업 민간투자 모집공고,,양자경제외교총괄과,2019-08-02
1559,[키르기즈] 나른지역 석탄 채굴권 입찰 공고,,양자경제외교총괄과,2019-08-01
1558,[모리셔스] 입찰정보,,양자경제외교총괄과,2019-08-01
1557,[모로코] 입찰정보,,양자경제외교총괄과,2019-07-30
1556,[과테말라] 국가전력연구소(INDE) 자동차 구매 사업 입찰 공고,,양자경제외교총괄과,2019-07-29
1555,[몽골] 입찰정보,,양자경제외교총괄과,2019-07-24
1554,[홍콩] 입찰정보 사전계획(2019.3분기~2020.2분기),,양자경제외교총괄과,2019-07-22
1553,[튀니지] 입찰정보(2019.7월),,양자경제외교총괄과,2019-07-22
1552,[아르헨티나] 아르헨티나-칠레 국경 터널 확장ㆍ개선사업 입찰정보,,양자경제외교총괄과,2019-07-22
1551,[우크라이나] 키예프 국제공항 화물터미널 건설 입찰,,양자경제외교총괄과,2019-07-22
1550,[몽골] 입찰정보,,양자경제외교총괄과,2019-07-19
1549,[튀니지] 입찰정보,,양자경제외교총괄과,2019-07-19
1548,[케냐] 입찰정보,,양자경제외교총괄과,2019-07-18
1547,[홍콩] 입찰정보(2019-27),,양자경제외교총괄과,2019-07-18
1546,[코트디부아르] 입찰정보(산페드로항 진입도로 보수공사),,양자경제외교총괄과,2019-07-18
1545,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-07-16
1544,[파키스탄] NTDC 500kV 송전선로 사업 입찰 공고,,양자경제외교총괄과,2019-07-15
1543,[대만] 건설 공개입찰,,양자경제외교총괄과,2019-07-15
1542,[몽골] 입찰정보,,양자경제외교총괄과,2019-07-12
1541,[호주] 인프라 입찰 정보(멜번 도심근교 순환철도 사업),,양자경제외교총괄과,2019-07-12
1540,[나이지리아] 주요 입찰 정보(Shell 심해프로젝트),,양자경제외교총괄과,2019-07-12
1539,[파키스탄] Pakistan Railways 철도차량 사업 입찰 공고,,양자경제외교총괄과,2019-07-03
1538,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-07-03
1537,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-07-01
1536,[그리스] 아테네 국제공항 민영화 입찰 공고,,양자경제외교총괄과,2019-07-01
1535,[홍콩] 입찰정보(2019-25),,양자경제외교총괄과,2019-07-01
1534,[북마케도니아] 태양광 발전소 건설 사업 관련 입찰 공고,,양자경제외교총괄과,2019-06-26
1533,[말레이시아] 수력발전소 수명 연장 프로그램 컨설팅 입찰공고,,양자경제외교총괄과,2019-06-26
1532,[파키스탄] NTDC Multan 및 Vehari 변전소 사업 입찰 공고,,양자경제외교총괄과,2019-06-25
1531,[몽골] 입찰정보(2019-102),,양자경제외교총괄과,2019-06-21
1530,[우간다] 입찰정보,,양자경제외교총괄과,2019-06-21
1529,[몽골] 입찰정보,,양자경제외교총괄과,2019-06-19
1528,[케냐] 입찰정보,,양자경제외교총괄과,2019-06-19
1527,[홍콩] 입찰정보,,양자경제외교총괄과,2019-06-17
1526,[피지] 입찰정보(태양광 발전소 건설),,양자경제외교총괄과,2019-06-14
1525,[대만] 건설 입찰 정보(2019-5.9-6.6),,양자경제외교총괄과,2019-06-13
1524,[홍콩] 입찰정보,,양자경제외교총괄과,2019-06-13
1523,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-06-13
1522,[튀니지] 입찰정보 (6월),,양자경제외교총괄과,2019-06-12
1521,[홍콩] 입찰정보,,양자경제외교총괄과,2019-06-10
1520,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-05-31
1519,[파키스탄] 국가송배전회사(NTDC) SCADA Phase 3 사업 입찰 공고,,양자경제외교총괄과,2019-05-31
1518,[중국] 입찰정보(의료용 CT장비 등),,양자경제외교총괄과,2019-05-29
1517,[몽골] 입찰정보,,양자경제외교총괄과,2019-05-22
1516,[홍콩] 입찰정보 사전계획(2019.2분기~2020.1분기),,양자경제외교총괄과,2019-05-22
1515,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-05-17
1514,[코스타리카] 입찰정보,,양자경제외교총괄과,2019-05-16
1513,[스리랑카] 도로건설 관련 입찰정보,,양자경제외교총괄과,2019-05-15
1512,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-05-15
1511,[홍콩] 입찰정보,,양자경제외교총괄과,2019-05-14
1510,[인도] 텔랑가나주 태양광 사업 입찰 공고(뭄바이),,양자경제외교총괄과,2019-05-14
1509,[우간다] 입찰정보,,양자경제외교총괄과,2019-05-14
1508,[파푸아뉴기니] 입찰정보(공항개발),,양자경제외교총괄과,2019-05-14
1507,[대만] 건설 입찰 정보,,양자경제외교총괄과,2019-05-10
1506,[우루과이] 최대 규모의 수력발전소 보수 및 현대화 입찰,,양자경제외교총괄과,2019-05-10
1505,[파키스탄] 민간항공국 공항 유지관리 입찰공고,,양자경제외교총괄과,2019-05-10
1504,[스리랑카] 도로개발국 입찰 정보,,양자경제외교총괄과,2019-05-09
1503,[모로코] 빗물 배수시설 설치공사 입찰정보,,양자경제외교총괄과,2019-05-02
1502,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-05-02
1501,[인도] 푸네도시공사(PMC) 도로 건설 사업 입찰 공고(뭄바이),,양자경제외교총괄과,2019-05-02
1500,[몽골] 입찰정보,,양자경제외교총괄과,2019-04-24
1499,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-04-24
1498,[카타르] 공공사업청 하수처리 플랜트 자격심사서 제출 공고,,양자경제외교총괄과,2019-04-19
1497,[인도] 긴급상황 대응 워크보트 개발 사업 입찰,,양자경제외교총괄과,2019-04-19
1496,[튀니지] 입찰정보,,양자경제외교총괄과,2019-04-18
1495,[북마케도니아] 태양광 발전소 건설사업 관련 입찰정보,,양자경제외교총괄과,2019-04-16
1494,[몽골] 입찰정보,,양자경제외교총괄과,2019-04-16
1493,[홍콩] 입찰정보(2019-15),,양자경제외교총괄과,2019-04-15
1492,[중국] 입찰정보,,양자경제외교총괄과,2019-04-15
1491,[파푸아뉴기니] 바누아투 입찰 정보 (아시아개발은행/수력발전소),,양자경제외교총괄과,2019-04-12
1490,[말레이시아] 고속철 기술자문 컨설턴트 입찰 정보,,양자경제외교총괄과,2019-04-12
1489,[호주] 입찰정보(2019.4월 1주),,양자경제외교총괄과,2019-04-09
1488,[홍콩] 입찰정보(2019-14),,양자경제외교총괄과,2019-04-09
1487,[온두라스] 입찰공고(테구시갈파 상수 사업 참가의향서 접수 공고),,양자경제외교총괄과,2019-04-08
1486,[파키스탄] Pakistan Railways Freight Transportation Company 입찰 공고,,양자경제외교총괄과,2019-04-08
1485,[말레이시아] 주요 공항 컨설팅 용역 입찰 공고,,양자경제외교총괄과,2019-04-08
1484,[튀니지] 입찰 정보,,양자경제외교총괄과,2019-04-08
1483,[우간다] 입찰정보(2019-1),,양자경제외교총괄과,2019-04-08
1482,[몽골] 입찰정보,,양자경제외교총괄과,2019-04-08
1481,[대만] 입찰정보(건설),,양자경제외교총괄과,2019-04-04
1480,"[중국] 화중지역 입찰정보(2019-25,26)",,양자경제외교총괄과,2019-04-04
1479,[케냐] 입찰 정보,,양자경제외교총괄과,2019-04-03
1478,[홍콩] 입찰정보(2019-13),,양자경제외교총괄과,2019-04-02
1477,[몽골] 입찰정보(2019-50),,양자경제외교총괄과,2019-04-02
1476,[스리랑카] 철도 건설 관련 입찰정보,,양자경제외교총괄과,2019-04-02
1475,[파푸아뉴기니] 입찰정보(전력망 개선 사업),,양자경제외교총괄과,2019-04-02
1474,"[호주] NSW주, QLD주 건설관련 입찰정보(3.25.-3.31)",,양자경제외교총괄과,2019-04-02
1473,[중국] 화중지역 입찰정보(2019-22),,양자경제외교총괄과,2019-04-01
1472,[니카라과] 농촌지역 재생에너지 발전사업 입찰정보,,양자경제외교총괄과,2019-03-28
1471,[인도] 입찰정보(공항 공용체크인시스템 개발 관련 컨설팅),,양자경제외교총괄과,2019-03-28
1470,[미국] 시카고 광역통근열차 객차 조달 계획 발표(시장정보),,양자경제외교총괄과,2019-03-27
1469,[중국] 화중지역 입찰정보(2019-21),,양자경제외교총괄과,2019-03-27
1468,[파키스탄] 펀잡주전력개발위원회(PPDB) 수력발전소 사업 입찰 공고,,양자경제외교총괄과,2019-03-27
1467,[몽골] 입찰 정보,,양자경제외교총괄과,2019-03-26
1466,[중국] 화중지역 입찰정보(2019-20),,양자경제외교총괄과,2019-03-26
1465,[몽골] 입찰 정보,,양자경제외교총괄과,2019-03-21
1464,[나이지리아] 입찰 정보(오일분야),,양자경제외교총괄과,2019-03-21
1463,[파키스탄] 수전력개발청(WAPDA) Warsak 수력발전소 재건사업 입찰 정보,,양자경제외교총괄과,2019-03-21
1462,[아제르바이잔] 입찰정보(3.11-3.17),,양자경제외교총괄과,2019-03-19
1461,[몽골] 입찰정보,,양자경제외교총괄과,2019-03-19
1460,[홍콩] 입찰정보(2019-11),,양자경제외교총괄과,2019-03-15
1459,[몽골] 입찰정보(2019-38),,양자경제외교총괄과,2019-03-14
1458,[파키스탄] pakistan Railways 철도사업 입찰 공고,,양자경제외교총괄과,2019-03-14
1457,[스리랑카] 철도청(Sri Lanka Railways) 입찰 정보,,양자경제외교총괄과,2019-03-14
1456,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-03-13
1455,[홍콩] 입찰 정보 (2019-10),,양자경제외교총괄과,2019-03-12
1454,[투르크메니스탄] 국제입찰정보 보고서,,양자경제외교총괄과,2019-03-08
1453,[몽골] 입찰정보,,양자경제외교총괄과,2019-03-07
1452,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2019-03-07
1451,[스리랑카] 산업기술연구소 입찰 정보,,양자경제외교총괄과,2019-03-06
1450,[홍콩] 입찰정보(2019-9),,양자경제외교총괄과,2019-03-06
1449,"[몽골] 입찰정보(2019-32,33)",,양자경제외교총괄과,2019-03-06
1448,[튀니지] 입찰 정보(2019.2월),,양자경제외교총괄과,2019-03-05
1447,[몽골] 입찰정보(2019-31),,양자경제외교총괄과,2019-02-28
1446,"[그린란드] 물, 얼음 상업적 활용 라이선스 입찰 공고",,양자경제외교총괄과,2019-02-28
1445,[몽골] 입찰정보,,양자경제외교총괄과,2019-02-25
1444,[홍콩] 입찰 정보(2019-8),,양자경제외교총괄과,2019-02-25
1443,[홍콩] 입찰정보(2019-7),,양자경제외교총괄과,2019-02-21
1442,[카타르] 학교 건설 프로젝트 자격심사요청서 제출 입찰 공고,,양자경제외교총괄과,2019-02-21
1441,[튀니지] 입찰정보(‘18. 12월∼’19. 2월),,양자경제외교총괄과,2019-02-21
1440,[몽골] 입찰정보(2019-26),,양자경제외교총괄과,2019-02-21
1439,[태국] 입찰정보(태국 지방 고속도로 조성 프로젝트),,양자경제외교총괄과,2019-02-18
1438,[몽골] 입찰 정보(2019-21),,양자경제외교총괄과,2019-02-15
1437,[우즈베키스탄] 입찰 정보(나보이 100MW 태양광발전소 투자사업),,양자경제외교총괄과,2019-02-15
1436,[베트남] 입찰정보,,양자경제외교총괄과,2019-02-12
1435,[홍콩] 입찰정보(2019-6),,양자경제외교총괄과,2019-02-11
1434,[태국] EEC 디지털파크 조성 프로젝트 입찰정보,,양자경제외교총괄과,2019-02-07
1433,[파키스탄] 철도차량 사업 입찰 정보(마감일 연장),,양자경제외교총괄과,2019-02-07
1432,[아제르바이잔] 주요 입찰정보(2019.1.21-1.27),,양자경제외교총괄과,2019-01-31
1431,[홍콩] 입찰정보 사전계획(2019.1분기~2019.4분기),,양자경제외교총괄과,2019-01-31
1430,[파키스탄] NTDC 500kV 송전선 Fog Type Insulator 조달 사업 입찰 공고,,양자경제외교총괄과,2019-01-31
1429,[홍콩] 입찰정보(2019-4),,양자경제외교총괄과,2019-01-30
1428,[몽골] 입찰정보(2019-12),,양자경제외교총괄과,2019-01-30
1427,[재공고] [태국] 입찰정보(램차방 항구 개발 프로젝트),,양자경제외교총괄과,2019-01-29
1426,[키르기즈] 비쉬켁시 대중교통 자동요금징수시스템(AFC) 입찰 공고,,양자경제외교총괄과,2019-01-23
1425,[몽골] 입찰정보(2019-8),,양자경제외교총괄과,2019-01-23
1424,[홍콩] 입찰정보 (2019-3),,양자경제외교총괄과,2019-01-21
1423,[중국] 화중지역 입찰정보(2019-6),,양자경제외교총괄과,2019-01-21
1422,[몽골] 입찰정보(2019-4),,양자경제외교총괄과,2019-01-18
1421,[온두라스] 입찰정보,,양자경제외교총괄과,2019-01-18
1420,[태국] 입찰정보(10바트용 Bi-metal 소전 전자입찰),,양자경제외교총괄과,2019-01-18
1419,[파키스탄] Pakistan Railways 신형 고속여객철도차량 사업 입찰 공고,,양자경제외교총괄과,2019-01-16
1418,[카메룬] 「림베조선소 프로젝트」 오일리그 수리소 건립관련 상세조달공고,,양자경제외교총괄과,2019-01-14
1417,[몽골] 입찰 정보(2019-1),,양자경제외교총괄과,2019-01-14
1416,[파키스탄] IESCO 라왈핀디 지역 신형 계량기 조달 사업 입찰 공고,,양자경제외교총괄과,2019-01-10
1415,[우크라이나] 버스-지하철 등 차량 구매 계획,,양자경제외교총괄과,2019-01-07
1414,[홍콩] 입찰정보(2019-1),,양자경제외교총괄과,2019-01-07
1413,[콜롬비아] 국가도로청(INVIAS) 도로건설사업 입찰 공고,,양자경제외교총괄과,2019-01-04
1412,[중국] 화중지역 입찰정보(2019-1),,양자경제외교총괄과,2019-01-04
1411,[중국] 화중지역 입찰정보(2018-164),,양자경제외교총괄과,2019-01-02
1410,[홍콩] 입찰정보 (2018-52),,양자경제외교총괄과,2018-12-31
1409,[중국] 화중지역 입찰정보(2018-163),,양자경제외교총괄과,2018-12-31
1408,[우즈베키스탄] 입찰 정보 -우즈벡 전력공사의 변압기 조달,,양자경제외교총괄과,2018-12-28
